time,是否有效,x,y
1690472980566,1,97.3,124.4
1690472980566,1,97.6,121.76
1690472980566,1,99.51,121.1
1690472980566,1,99.54,118.32
1690472980566,1,100.41,116.53
1690472980566,1,101.56,115.15
1690472980566,1,102.04,113.06
1690472980566,1,103.01,111.57
1690472980566,1,104.09,110.2
1690472980566,1,104.76,108.45
1690472980566,1,105.83,107.18
1690472980566,1,106.68,105.68
1690472980566,1,107.6,104.3
1690472980566,1,108.15,102.55
1690472980566,1,109.68,101.77
1690472980566,1,109.86,99.78
1690472980566,1,111.58,99.18
1690472980566,1,112.59,98.01
1690472980566,1,115.28,98.24
1690472980566,1,117.48,98.04
1690472980566,1,120.17,98.19
1690472980566,1,123.6,98.92
1690472980566,1,126.22,98.93
1690472980566,1,128.98,99
1690472980566,1,132.33,99.44
1690472980566,1,137.05,100.93
1690472980566,1,144.29,104.03
1690472980566,1,153.15,108.15
1690472980566,1,180.12,119.55
1690472980566,1,188.99,122.89
1690472980566,1,198.15,126.22
1690472980566,0,0,0
1690472980566,0,0,0
1690472980566,0,0,0
1690472980566,0,0,0
1690472980566,0,0,0
1690472980566,0,0,0
1690472980566,0,0,0
1690472980566,0,0,0
1690472980599,1,-94.88,55.04
1690472980599,1,-94.75,56.09
1690472980599,1,-94.47,57.09
1690472980599,1,-94.8,58.46
1690472980599,1,-95.39,60.04
1690472980599,1,-95.14,61.13
1690472980599,1,-95.52,62.6
1690472980599,1,-95.04,63.58
1690472980599,1,-93.61,63.93
1690472980599,1,-92.43,64.41
1690472980599,1,-91,64.76
1690472980599,1,-89.57,65.08
1690472980599,1,-88.61,65.7
1690472980599,1,-87.4,66.14
1690472980599,1,-85.81,66.32
1690472980599,1,-84.52,66.69
1690472980599,1,-83.42,67.23
1690472980599,1,-83.09,68.34
1690472980599,1,-82.71,69.5
1690472980599,1,-82.49,70.78
1690472980599,1,-82.45,72.25
1690472980599,1,-81.41,72.89
1690472980599,1,-80.78,73.83
1690472980599,1,-80.02,74.77
1690472980599,1,-79.8,76.19
1690472980599,1,-79.07,77.1
1690472980599,1,-78.22,78
1690472980599,1,-77.28,78.77
1690472980599,1,-76.57,79.77
1690472980599,1,-75.37,80.33
1690472980599,1,-74.05,80.75
1690472980599,1,-73.08,81.54
1690472980599,1,-72.11,82.33
1690472980599,1,-71.14,83.11
1690472980599,1,-70.23,84.01
1690472980599,1,-69.69,85.4
1690472980599,1,-70.32,88.26
1690472980599,1,-70.04,90.15
1690472980599,1,-70.52,93.1
1690472980599,1,-68.88,93.26
1690472980599,1,-67.62,93.97
1690472980599,1,-65.56,93.56
1690472980599,1,-65.74,96.39
1690472980599,1,-65.11,98.09
1690472980599,1,-64.61,100.06
1690472980599,1,-64.06,102.15
1690472980599,1,-64.09,105.21
1690472980599,1,-74.87,126.7
1690472980599,1,-73.59,128.42
1690472980599,1,-72.61,130.83
1690472980599,1,-71.97,133.87
1690472980599,1,-105.54,203.01
1690472980599,1,-101.3,201.79
1690472980599,1,-97.48,201.2
1690472980599,1,-93.62,200.6
1690472980599,1,-89.56,199.32
1690472980599,1,-85.89,198.99
1690472980599,1,-81.8,197.55
1690472980599,1,-78.14,196.97
1690472980599,1,-74.49,196.39
1690472980599,1,-70.55,195.13
1690472980599,1,-67.03,194.81
1690472980599,1,-63.41,193.9
1690472980599,1,-59.59,192.59
1690472980599,1,-56.09,191.94
1690472980599,1,-52.61,191.38
1690472980599,1,-49.07,190.57
1690472980599,1,-45.46,189.2
1690472980599,1,-42.1,188.89
1690472980599,1,-38.69,188.34
1690472980599,1,-35.13,186.83
1690472980599,1,-31.8,186.22
1690472980599,1,-28.54,185.85
1690472980599,1,-25.29,185.64
1690472980599,1,-22.36,188.21
1690472980599,1,-18.96,186.72
1690472980599,1,-15.32,181.79
1690472980599,1,-11.91,177.4
1690472980599,1,-8.68,175.35
1690472980599,1,-5.68,176.07
1690472980599,1,-2.66,175.18
1690472980599,1,0.28,173.92
1690472980599,1,3.29,174.18
1690472980599,1,6.28,173.15
1690472980599,1,9.21,172.34
1690472980599,1,12.27,172.53
1690472980599,1,15.05,170.67
1690472980599,1,18.04,170.71
1690472980599,1,20.81,169.47
1690472980599,1,23.79,169.57
1690472980599,1,26.56,168.49
1690472980599,1,29.39,168.22
1690472980599,1,32.28,167.95
1690472980599,1,35.11,167.6
1690472980599,1,38.1,167.93
1690472980599,1,40.81,167.27
1690472980599,1,43.8,167.37
1690472980599,1,46.44,166.49
1690472980599,1,49.17,166.05
1690472980599,1,51.97,165.76
1690472980599,1,54.63,165.17
1690472980599,1,57.44,164.95
1690472980599,1,59.97,164.05
1690472980599,1,62.8,163.98
1690472980599,1,65.39,163.23
1690472980599,1,68.08,162.85
1690472980599,1,70.68,162.16
1690472980599,1,73.17,161.47
1690472980599,1,75.79,161.01
1690472980599,1,76.24,156.1
1690472980599,1,80.46,159.02
1690472980599,1,84.07,160.43
1690472980599,1,83.91,154.92
1690472980599,1,84.24,150.57
1690472980599,1,86.06,149.07
1690472980599,1,87.22,146.5
1690472980599,1,88.24,143.79
1690472980599,1,89.27,141.3
1690472980599,1,90.52,139.17
1690472980599,1,91.49,136.82
1690472980599,1,92.4,134.46
1690472980599,1,92.87,131.53
1690472980599,1,94.95,130.98
1690472980599,1,95.23,128.04
1690472980599,1,96.22,126.11
1690472980599,1,97.3,124.4
1690472980599,1,97.6,121.76
1690472980599,1,99.44,121.03
1690472980599,1,99.54,118.32
1690472980599,1,100.41,116.53
1690472980599,1,101.56,115.15
1690472980599,1,101.98,112.99
1690472980599,1,103.08,111.64
1690472980599,1,104.09,110.2
1690472980599,1,104.83,108.52
1690472980599,1,105.83,107.18
1690472980599,1,106.47,105.47
1690472980599,1,107.53,104.23
1690472980599,1,108.01,102.41
1690472980599,1,109.75,101.84
1690472980599,1,109.65,99.57
1690472980599,1,110.82,98.55
1690472980599,1,110.57,96.26
1690472980599,1,111.14,94.73
1690472980599,1,111.65,93.19
1690472980599,1,111.87,91.43
1690472980599,1,112.43,90.01
1690472980599,1,113.32,88.86
1690472980599,1,113.31,87.01
1690472980599,1,113.3,85.22
1690472980599,1,113.97,83.98
1690472980599,1,115.25,83.2
1690472980599,1,115.56,81.72
1690472980599,1,115.33,79.9
1690472980599,1,116.38,78.96
1690472980599,1,116.09,77.21
1690472980599,1,116.45,75.85
1690472980599,1,116.29,74.23
1690472980599,1,116.2,72.68
1690472980599,1,116.24,71.25
1690472980632,1,-94.88,55.04
1690472980632,1,-94.93,56.21
1690472980632,1,-94.41,57.03
1690472980632,1,-94.8,58.46
1690472980632,1,-95.51,60.1
1690472980632,1,-95.45,61.31
1690472980632,1,-95.4,62.54
1690472980632,1,-94.59,63.27
1690472980632,1,-93.61,63.93
1690472980632,1,-92.05,64.16
1690472980632,1,-90.75,64.57
1690472980632,1,-89.43,64.95
1690472980632,1,-88.36,65.51
1690472980632,1,-87.03,65.89
1690472980632,1,-85.88,66.38
1690472980632,1,-84.4,66.62
1690472980632,1,-83.42,67.23
1690472980632,1,-83.28,68.53
1690472980632,1,-82.83,69.56
1690472980632,1,-82.69,70.97
1690472980632,1,-82.58,72.37
1690472980632,1,-81.54,73.01
1690472980632,1,-80.96,74.02
1690472980632,1,-80.08,74.83
1690472980632,1,-79.68,76.06
1690472980632,1,-79.26,77.29
1690472980632,1,-78.4,78.19
1690472980632,1,-77.28,78.77
1690472980632,1,-76.51,79.71
1690472980632,1,-75.13,80.08
1690472980632,1,-73.86,80.51
1690472980632,1,-73.2,81.66
1690472980632,1,-71.98,82.14
1690472980632,1,-71.02,82.99
1690472980632,1,-70.17,83.95
1690472980632,1,-69.94,85.71
1690472980632,1,-70.32,88.26
1690472980632,1,-70.42,90.65
1690472980632,1,-70.52,93.04
1690472980632,1,-69.07,93.51
1690472980632,1,-67.43,93.66
1690472980632,1,-65.93,94.06
1690472980632,1,-66.05,96.82
1690472980632,1,-65.49,98.66
1690472980632,1,-64.86,100.44
1690472980632,1,-64.2,102.4
1690472980632,1,-64.41,105.72
1690472980632,1,-74.66,126.28
1690472980632,1,-73.32,127.93
1690472980632,1,-72.47,130.55
1690472980632,1,-72.26,134.44
1690472980632,1,-105.36,202.65
1690472980632,1,-101.3,201.79
1690472980632,1,-97.48,201.2
1690472980632,1,-93.62,200.6
1690472980632,1,-89.56,199.32
1690472980632,1,-85.8,198.73
1690472980632,1,-81.8,197.55
1690472980632,1,-78.14,196.97
1690472980632,1,-74.49,196.39
1690472980632,1,-70.55,195.13
1690472980632,1,-67.03,194.81
1690472980632,1,-63.32,193.65
1690472980632,1,-59.67,192.84
1690472980632,1,-56.01,191.7
1690472980632,1,-52.61,191.38
1690472980632,1,-49.07,190.57
1690472980632,1,-45.47,189.45
1690472980632,1,-42.1,188.89
1690472980632,1,-38.68,188.1
1690472980632,1,-35.13,186.83
1690472980632,1,-31.78,185.82
1690472980632,1,-28.53,185.61
1690472980632,1,-25.28,185.4
1690472980632,1,-22.36,188.21
1690472980632,1,-18.96,186.72
1690472980632,1,-15.32,182.02
1690472980632,1,-11.85,177.17
1690472980632,1,-8.68,175.35
1690472980632,1,-5.68,176.07
1690472980632,1,-2.66,175.18
1690472980632,1,0.28,173.92
1690472980632,1,3.35,174.41
1690472980632,1,6.28,172.92
1690472980632,1,9.21,172.34
1690472980632,1,12.27,172.53
1690472980632,1,15.11,170.9
1690472980632,1,18.03,170.48
1690472980632,1,20.81,169.47
1690472980632,1,23.79,169.57
1690472980632,1,26.56,168.49
1690472980632,1,29.39,168.22
1690472980632,1,32.21,167.72
1690472980632,1,35.11,167.6
1690472980632,1,38.1,167.93
1690472980632,1,40.81,167.27
1690472980632,1,43.8,167.37
1690472980632,1,46.44,166.49
1690472980632,1,49.17,166.05
1690472980632,1,52.05,166.14
1690472980632,1,54.63,165.17
1690472980632,1,57.45,165.1
1690472980632,1,59.97,164.05
1690472980632,1,62.8,163.98
1690472980632,1,65.39,163.23
1690472980632,1,68,162.62
1690472980632,1,70.76,162.39
1690472980632,1,73.17,161.47
1690472980632,1,75.79,161.01
1690472980632,1,76.25,156.17
1690472980632,1,80.32,158.79
1690472980632,1,84.07,160.43
1690472980632,1,83.91,154.92
1690472980632,1,84.09,150.35
1690472980632,1,85.99,148.92
1690472980632,1,87.22,146.5
1690472980632,1,88.24,143.79
1690472980632,1,89.27,141.3
1690472980632,1,90.38,139.02
1690472980632,1,91.57,136.96
1690472980632,1,92.4,134.46
1690472980632,1,92.87,131.53
1690472980632,1,94.95,130.98
1690472980632,1,95.23,128.04
1690472980632,1,96.08,125.97
1690472980632,1,97.5,124.61
1690472980632,1,97.6,121.76
1690472980632,1,99.51,121.1
1690472980632,1,99.54,118.32
1690472980632,1,100.41,116.53
1690472980632,1,101.77,115.36
1690472980632,1,101.98,112.99
1690472980632,1,103.21,111.78
1690472980632,1,104.02,110.13
1690472980632,1,104.9,108.59
1690472980632,1,105.69,107.04
1690472980632,1,106.47,105.47
1690472980632,1,107.67,104.37
1690472980632,1,108.01,102.41
1690472980632,1,109.75,101.84
1690472980632,1,109.65,99.57
1690472980632,1,110.82,98.55
1690472980632,1,110.57,96.26
1690472980632,1,111.29,94.87
1690472980632,1,111.65,93.19
1690472980632,1,111.66,91.29
1690472980632,1,112.36,89.94
1690472980632,1,113.32,88.86
1690472980632,1,113.24,86.94
1690472980632,1,113.3,85.22
1690472980632,1,113.97,83.98
1690472980632,1,115.12,83.13
1690472980632,1,115.56,81.72
1690472980632,1,115.33,79.9
1690472980632,1,116.25,78.9
1690472980632,1,116.16,77.27
1690472980632,1,116.45,75.85
1690472980632,1,116.29,74.23
1690472980632,1,116.2,72.68
1690472980632,1,116.11,71.18
1690472980665,1,-95.06,55.15
1690472980665,1,-95.23,56.38
1690472980665,1,-94.41,57.03
1690472980665,1,-94.8,58.46
1690472980665,1,-95.51,60.1
1690472980665,1,-95.57,61.38
1690472980665,1,-95.4,62.54
1690472980665,1,-94.66,63.33
1690472980665,1,-93.43,63.81
1690472980665,1,-92.24,64.29
1690472980665,1,-90.42,64.32
1690472980665,1,-89.25,64.82
1690472980665,1,-88.36,65.51
1690472980665,1,-87.22,66.01
1690472980665,1,-85.56,66.13
1690472980665,1,-84.52,66.69
1690472980665,1,-83.53,67.3
1690472980665,1,-83.22,68.46
1690472980665,1,-83.08,69.81
1690472980665,1,-82.8,71.03
1690472980665,1,-82.52,72.31
1690472980665,1,-81.72,73.14
1690472980665,1,-81.03,74.08
1690472980665,1,-80.02,74.77
1690472980665,1,-79.49,75.88
1690472980665,1,-79.2,77.23
1690472980665,1,-78.46,78.25
1690472980665,1,-77.16,78.65
1690472980665,1,-76.27,79.46
1690472980665,1,-74.89,79.84
1690472980665,1,-74.05,80.75
1690472980665,1,-73.38,81.84
1690472980665,1,-71.98,82.14
1690472980665,1,-71.08,83.05
1690472980665,1,-70.17,83.95
1690472980665,1,-70.06,85.89
1690472980665,1,-70.26,88.2
1690472980665,1,-70.54,90.77
1690472980665,1,-70.4,92.92
1690472980665,1,-68.82,93.19
1690472980665,1,-67.31,93.53
1690472980665,1,-65.93,94.06
1690472980665,1,-65.98,96.7
1690472980665,1,-65.48,98.6
1690472980665,1,-64.67,100.18
1690472980665,1,-64.26,102.47
1690472980665,1,-64.42,105.78
1690472980665,1,-74.45,125.94
1690472980665,1,-73.59,128.42
1690472980665,1,-72.68,130.9
1690472980665,1,-72.19,134.3
1690472980665,1,-105.54,203.01
1690472980665,1,-101.38,201.97
1690472980665,1,-97.48,201.2
1690472980665,1,-93.62,200.6
1690472980665,1,-89.47,199.15
1690472980665,1,-85.8,198.73
1690472980665,1,-81.8,197.55
1690472980665,1,-78.24,197.31
1690472980665,1,-74.59,196.72
1690472980665,1,-70.47,194.88
1690472980665,1,-67.11,195.06
1690472980665,1,-63.5,194.24
1690472980665,1,-59.67,192.84
1690472980665,1,-56.01,191.7
1690472980665,1,-52.61,191.38
1690472980665,1,-49.05,190.33
1690472980665,1,-45.47,189.45
1690472980665,1,-42.1,188.89
1690472980665,1,-38.69,188.34
1690472980665,1,-35.2,186.99
1690472980665,1,-31.8,186.22
1690472980665,1,-28.54,185.85
1690472980665,1,-25.28,185.4
1690472980665,1,-22.36,188.21
1690472980665,1,-18.96,186.72
1690472980665,1,-15.32,182.02
1690472980665,1,-11.91,177.78
1690472980665,1,-8.68,175.35
1690472980665,1,-5.68,176.07
1690472980665,1,-2.66,175.18
1690472980665,1,0.28,174.22
1690472980665,1,3.35,174.41
1690472980665,1,6.28,173.15
1690472980665,1,9.21,172.34
1690472980665,1,12.21,172.38
1690472980665,1,15.11,170.9
1690472980665,1,18.04,170.71
1690472980665,1,20.81,169.47
1690472980665,1,23.79,169.57
1690472980665,1,26.56,168.49
1690472980665,1,29.39,168.22
1690472980665,1,32.21,167.72
1690472980665,1,35.11,167.6
1690472980665,1,38.17,168.15
1690472980665,1,40.81,167.27
1690472980665,1,43.72,167.14
1690472980665,1,46.44,166.49
1690472980665,1,49.17,166.05
1690472980665,1,51.97,165.84
1690472980665,1,54.71,165.4
1690472980665,1,57.45,165.1
1690472980665,1,60.04,164.28
1690472980665,1,62.8,163.98
1690472980665,1,65.39,163.23
1690472980665,1,68.08,162.85
1690472980665,1,70.76,162.39
1690472980665,1,73.09,161.32
1690472980665,1,75.88,161.24
1690472980665,1,76.24,156.1
1690472980665,1,80.46,159.02
1690472980665,1,84.07,160.43
1690472980665,1,83.91,154.92
1690472980665,1,84.31,150.72
1690472980665,1,86.06,149.07
1690472980665,1,87.22,146.5
1690472980665,1,88.24,143.79
1690472980665,1,89.27,141.3
1690472980665,1,90.38,139.02
1690472980665,1,91.57,136.96
1690472980665,1,92.4,134.46
1690472980665,1,92.87,131.53
1690472980665,1,94.81,130.83
1690472980665,1,95.23,128.04
1690472980665,1,96.22,126.11
1690472980665,1,97.5,124.61
1690472980665,1,97.6,121.76
1690472980665,1,99.59,121.24
1690472980665,1,99.54,118.32
1690472980665,1,100.41,116.53
1690472980665,1,101.56,115.15
1690472980665,1,101.98,112.99
1690472980665,1,103.21,111.78
1690472980665,1,104.09,110.2
1690472980665,1,104.83,108.52
1690472980665,1,105.69,107.04
1690472980665,1,106.47,105.47
1690472980665,1,107.6,104.3
1690472980665,1,108.01,102.41
1690472980665,1,109.82,101.91
1690472980665,1,109.72,99.64
1690472980665,1,110.82,98.55
1690472980665,1,110.64,96.33
1690472980665,1,111.14,94.73
1690472980665,1,111.58,93.12
1690472980665,1,111.87,91.43
1690472980665,1,112.36,89.94
1690472980665,1,113.32,88.86
1690472980665,1,113.24,86.94
1690472980665,1,113.3,85.22
1690472980665,1,114.1,84.05
1690472980665,1,115.12,83.13
1690472980665,1,115.76,81.86
1690472980665,1,115.46,79.97
1690472980665,1,116.38,78.96
1690472980665,1,116.16,77.27
1690472980665,1,116.45,75.85
1690472980665,1,116.16,74.16
1690472980665,1,116.2,72.68
1690472980665,1,116.11,71.18
1690472980698,1,-95.17,55.21
1690472980698,1,-94.93,56.21
1690472980698,1,-94.47,57.09
1690472980698,1,-94.8,58.46
1690472980698,1,-95.51,60.1
1690472980698,1,-95.38,61.25
1690472980698,1,-95.4,62.54
1690472980698,1,-94.59,63.27
1690472980698,1,-93.61,63.93
1690472980698,1,-91.93,64.1
1690472980698,1,-90.56,64.45
1690472980698,1,-89.43,64.95
1690472980698,1,-88.23,65.39
1690472980698,1,-86.85,65.76
1690472980698,1,-85.68,66.19
1690472980698,1,-84.65,66.81
1690472980698,1,-83.35,67.17
1690472980698,1,-83.47,68.65
1690472980698,1,-83.08,69.81
1690472980698,1,-82.8,71.03
1690472980698,1,-82.58,72.37
1690472980698,1,-81.65,73.07
1690472980698,1,-80.9,73.96
1690472980698,1,-80.08,74.83
1690472980698,1,-79.68,76.06
1690472980698,1,-79.07,77.1
1690472980698,1,-78.4,78.19
1690472980698,1,-77.16,78.65
1690472980698,1,-76.27,79.46
1690472980698,1,-75.07,80.02
1690472980698,1,-73.92,80.57
1690472980698,1,-73.07,81.48
1690472980698,1,-71.98,82.14
1690472980698,1,-70.89,82.81
1690472980698,1,-70.17,83.95
1690472980698,1,-69.88,85.65
1690472980698,1,-70.39,88.38
1690472980698,1,-70.48,90.71
1690472980698,1,-70.4,92.92
1690472980698,1,-68.82,93.19
1690472980698,1,-67.25,93.41
1690472980698,1,-65.99,94.18
1690472980698,1,-65.8,96.45
1690472980698,1,-65.49,98.66
1690472980698,1,-64.67,100.18
1690472980698,1,-64.26,102.53
1690472980698,1,-64.68,106.23
1690472980698,1,-74.58,126.15
1690472980698,1,-73.53,128.35
1690472980698,1,-72.54,130.69
1690472980698,1,-72.47,134.79
1690472980698,1,-105.54,203.01
1690472980698,1,-101.3,201.79
1690472980698,1,-97.48,201.2
1690472980698,1,-93.62,200.6
1690472980698,1,-89.56,199.32
1690472980698,1,-85.8,198.73
1690472980698,1,-81.8,197.55
1690472980698,1,-77.98,196.63
1690472980698,1,-74.49,196.39
1690472980698,1,-70.55,195.13
1690472980698,1,-67.11,195.06
1690472980698,1,-63.41,193.9
1690472980698,1,-59.67,192.84
1690472980698,1,-56.09,191.94
1690472980698,1,-52.69,191.71
1690472980698,1,-49.05,190.33
1690472980698,1,-45.46,189.2
1690472980698,1,-42.1,188.89
1690472980698,1,-38.69,188.34
1690472980698,1,-35.2,186.99
1690472980698,1,-31.79,186.06
1690472980698,1,-28.53,185.61
1690472980698,1,-25.29,185.64
1690472980698,1,-22.36,188.21
1690472980698,1,-18.96,186.72
1690472980698,1,-15.32,182.02
1690472980698,1,-11.91,177.4
1690472980698,1,-8.68,175.35
1690472980698,1,-5.67,175.84
1690472980698,1,-2.66,175.18
1690472980698,1,0.28,174.22
1690472980698,1,3.29,174.03
1690472980698,1,6.28,173.15
1690472980698,1,9.21,172.34
1690472980698,1,12.21,172.38
1690472980698,1,15.11,170.9
1690472980698,1,18.04,170.71
1690472980698,1,20.81,169.47
1690472980698,1,23.79,169.57
1690472980698,1,26.56,168.49
1690472980698,1,29.39,168.22
1690472980698,1,32.28,167.95
1690472980698,1,35.12,167.83
1690472980698,1,38.1,167.93
1690472980698,1,40.8,167.05
1690472980698,1,43.8,167.37
1690472980698,1,46.45,166.64
1690472980698,1,49.17,166.05
1690472980698,1,51.97,165.84
1690472980698,1,54.71,165.4
1690472980698,1,57.44,164.95
1690472980698,1,60.04,164.28
1690472980698,1,62.87,164.13
1690472980698,1,65.39,163.23
1690472980698,1,68.08,162.85
1690472980698,1,70.68,162.16
1690472980698,1,73.09,161.32
1690472980698,1,75.88,161.24
1690472980698,1,76.24,156.1
1690472980698,1,80.46,159.02
1690472980698,1,84.23,160.82
1690472980698,1,83.84,154.77
1690472980698,1,84.31,150.72
1690472980698,1,85.99,148.92
1690472980698,1,87.15,146.36
1690472980698,1,88.32,143.94
1690472980698,1,89.2,141.15
1690472980698,1,90.52,139.17
1690472980698,1,91.65,137.11
1690472980698,1,92.4,134.46
1690472980698,1,92.95,131.68
1690472980698,1,94.81,130.83
1690472980698,1,95.23,128.04
1690472980698,1,96.22,126.11
1690472980698,1,97.36,124.47
1690472980698,1,97.6,121.76
1690472980698,1,99.44,121.03
1690472980698,1,99.54,118.32
1690472980698,1,100.41,116.53
1690472980698,1,101.56,115.15
1690472980698,1,101.84,112.85
1690472980698,1,103.08,111.64
1690472980698,1,104.02,110.13
1690472980698,1,104.9,108.59
1690472980698,1,105.83,107.18
1690472980698,1,106.4,105.4
1690472980698,1,107.6,104.3
1690472980698,1,108.15,102.55
1690472980698,1,109.82,101.91
1690472980698,1,109.72,99.64
1690472980698,1,110.82,98.55
1690472980698,1,110.42,96.12
1690472980698,1,111.14,94.73
1690472980698,1,111.58,93.12
1690472980698,1,111.66,91.29
1690472980698,1,112.36,89.94
1690472980698,1,113.4,88.92
1690472980698,1,113.11,86.87
1690472980698,1,113.37,85.29
1690472980698,1,114.1,84.05
1690472980698,1,115.12,83.13
1690472980698,1,115.76,81.86
1690472980698,1,115.46,79.97
1690472980698,1,116.38,78.96
1690472980698,1,116.16,77.27
1690472980698,1,116.53,75.92
1690472980698,1,116.29,74.23
1690472980698,1,116.2,72.68
1690472980698,1,116.11,71.18
1690472980732,1,-94.94,55.09
1690472980732,1,-95.23,56.38
1690472980732,1,-94.7,57.21
1690472980732,1,-94.91,58.53
1690472980732,1,-95.57,60.16
1690472980732,1,-95.69,61.44
1690472980732,1,-95.52,62.6
1690472980732,1,-94.59,63.27
1690472980732,1,-93.36,63.75
1690472980732,1,-91.87,64.03
1690472980732,1,-90.31,64.26
1690472980732,1,-89.25,64.82
1690472980732,1,-88.23,65.39
1690472980732,1,-86.85,65.76
1690472980732,1,-85.56,66.13
1690472980732,1,-84.34,66.56
1690472980732,1,-83.53,67.3
1690472980732,1,-83.47,68.65
1690472980732,1,-83.08,69.81
1690472980732,1,-82.8,71.03
1690472980732,1,-82.58,72.37
1690472980732,1,-81.65,73.07
1690472980732,1,-80.84,73.89
1690472980732,1,-80.08,74.83
1690472980732,1,-79.37,75.75
1690472980732,1,-79.13,77.16
1690472980732,1,-78.34,78.13
1690472980732,1,-77.34,78.83
1690472980732,1,-76.27,79.46
1690472980732,1,-75.07,80.02
1690472980732,1,-74.05,80.75
1690472980732,1,-73.2,81.66
1690472980732,1,-71.98,82.14
1690472980732,1,-70.9,82.87
1690472980732,1,-70.24,84.07
1690472980732,1,-70.06,85.83
1690472980732,1,-70.51,88.51
1690472980732,1,-70.54,90.77
1690472980732,1,-70.21,92.67
1690472980732,1,-68.7,93.01
1690472980732,1,-67,93.1
1690472980732,1,-65.99,94.12
1690472980732,1,-65.86,96.57
1690472980732,1,-65.49,98.66
1690472980732,1,-64.93,100.63
1690472980732,1,-64.13,102.28
1690472980732,1,-64.99,106.68
1690472980732,1,-74.73,126.42
